Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
4044,,,Pikes Island Breakwater,Brise-lames de isle Pikes,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130018646,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Harbour Bed at Port aux Basques,lit portuaire à Port aux Basques,,,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,,,,,,,1
4053,,,Graveyard Point Breakwater,Brise-lames de Graveyard Point,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130018647,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Harbour Bed at Port aux Basques,lit portuaire à Port aux Basques,,,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,,,,,,,1
4073,,,Coiffure Sylvie Allard,Coiffure Sylvie Allard,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Retail sales and service,Vente au détail et services,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,136 rue Principale,136 rue Principale,Melocheville,,24,Quebec,Québec,,,56.553,0,0,0,,1
4074,,,Garage,Garage,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,145-147 Principale,145-147 Principale,Beauharnois,,24,Quebec,Québec,,,48.828,0,0,0,,1
4075,,,Garage Charette,Garage Charette,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,136A rue Principale,136A rue Principale,Melocheville,,24,Quebec,Québec,,,89.384,0,0,0,,1
4076,,,Garage Charette,Garage Charette,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,140 rue Principale,140 rue Principale,Melocheville,,24,Quebec,Québec,,,105.259,0,0,0,,1
4093,113413,,EPU,EPU,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1963,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Transmitting/receiving or monitoring,Transmission/réception ou surveillance,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,PO Box 460,C.P. 460,Port Hardy,V0N 2P0,59,British Columbia,Colombie-Britannique,,,74.43,1,0,0,,1
4113,113875,,Storage,Entrepôt,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,2015,2015-01-01 0:00,2015-01-01 0:00,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Maritime Road,chemin Maritime,Baie Comeau,G4Z 0A6,24,Quebec,Québec,,,6000,1,0,0,,1
4114,,,Baie Johan Beetz Wharf,Quai à Baie Johan Beetz ,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017883,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Johan Beetz bay,Baie Johan Beetz,Baie Johan-Beetz,G0G 1B0,24,Quebec,Québec,,,,,,,,1
4115,,,Blanc-Sablon Wharf,Quai à Blanc-Sablon,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130065784,1,Good,Bon/moyen,2007,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Blanc Sablon,Blanc Sablon,Blanc Sablon,G0G 1C0,24,Quebec,Québec,,,,,,,,1
4117,113876,,Construction Site Office,Bureau de Construction,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,,,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Carleton,Carleton,,,24,Quebec,Québec,,,41.8,1,0,0,,1
4136,,,Harrington Wharf,quai à Harrington,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Harrington Harbour,Port de Harrington,Port de Harrington,G0G 1N0,24,Quebec,Québec,,,,,,,,1
4137,,,La Romaine Wharf,Quai à La Romaine,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,La Romaine,La Romaine,La Romaine,,24,Quebec,Québec,,,,,,,,1
4153,,,Les Mechins Wharf,Quai à Les Mechins,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017863,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Les Mechins,Les Mechins,,,24,Quebec,Québec,,,,,,,,1
4154,,,Les Mechins Breakwater,Brise-lames à Les Mechins,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017864,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Les Mechins,Les Mechins,,,24,Quebec,Québec,,,,,,,,1
4156,,,Miguasha Wharf,Quai à Miguasha,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017841,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Miguasha (Shoolbred),Miguasha (Shoolbred),,,24,Quebec,Québec,,,,,,,,1
4157,,,Miguasha Breakwater,Brises-lames à Miguasha,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017842,2,Fair,Passable,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Miguasha (Shoolbred),Miguasha (Shoolbred),,,24,Quebec,Québec,,,,,,,,1
4158,,,Natashquan Wharf,Quai à Natashquan,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017881,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Natashquan,Natashquan,Natashquan,G0G 2E0,24,Quebec,Québec,,,,,,,,1
4159,,,Paspebiac Wharf,quai à Paspebiac,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Paspebiac ,Paspebiac ,,,24,Quebec,Québec,,,,,,,,1
4160,,,Paspebiac Breakwater,Brises-lames à Paspebiac,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017861,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Paspebiac ,Paspebiac ,,,24,Quebec,Québec,,,,,,,,1
4161,,,Paspebiac Shed,Remise à Paspebiac,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Paspebiac,Paspebiac,,,24,Quebec,Québec,,,208,1,0,0,,0
4166,,,Tête-à-la-Baleine Wharf,quai à Tête-à-la-Baleine,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017892,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Tête-a-la Baleine,Tête-a-la Baleine,Tête-a-la Baleine,,24,Quebec,Québec,,,,,,,,1
4167,,,Bella Bella Wharf,Quai à Bella Bella,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018082,1,Good,Bon/moyen,1973,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Bella Bella,Bella Bella,,,59,British Columbia,Colombie-Britannique,"Public Port Facility; wood fender, timber decking, timber guard rails and metal hand rail, wooden floats, steel gangway, aluminum gangway",,,,,,,1
4169,113880,,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130066078,1,Good,Bon/moyen,1950,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Kyuquot,Kyuquot,,,59,British Columbia,Colombie-Britannique,,,92,1,0,0,,1
4172,,,False Bay Wharf Site and Approach,Quai à False Bay et l'approche,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018141,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,False Bay,False Bay,,,59,British Columbia,Colombie-Britannique,,,,,,,,1
4173,,,Fort Chipewyan Breakwater,Brise-lames à Fort Chipewyan,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130018335,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Wylie St.,rue Wylie,,,48,Alberta,Alberta,,,,,,,,1
4174,,,Fort Chipewyan Breakwater,Brise-lames à Fort Chipewyan,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130018335,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Wylie St.,rue Wylie,,,48,Alberta,Alberta,,,,,,,,1
4175,,,Fort Chipewyan Wharf,quai à Fort Chipewyan,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018334,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Wylie St.,rue Wylie,,,48,Alberta,Alberta,,,,,,,,1
4177,,,Walpole Island Breakwater (North),Brise-lames à Iles Walpole (Nord),0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130019013,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Walpole Island,Walpole Island,,,35,Ontario,Ontario,,,,,,,,1
4178,,,Walpole Island Breakwater (South),Brise-lames à Iles Walpole (Sud),0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130019014,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Walpole Island,Walpole Island,,,35,Ontario,Ontario,,,,,,,,1
4179,,,Walpole Island Wharf,Quai à Walpole Iles Walpole ,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130019010,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Walpole Island,Iles Walpole ,,,35,Ontario,Ontario,,,,,,,,1
4180,,,Tobermory Wharf,Quai à Tobermory,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130019021,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Tobermory,Tobermory,,,35,Ontario,Ontario,,,,,,,,1
4181,,,Tobermory Wharf,Quai à Tobermory,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130019022,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Tobermory,Tobermory,,,35,Ontario,Ontario,,,,,,,,1
4182,,,South Baymouth Wharf,Quai à South Baymouth,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130019020,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,South Baymouth,South Baymouth,,,35,Ontario,Ontario,,,,,,,,1
4183,,,Pelee Island Wharf Site (Scudder Wharf),Quai à Pelee Island (Scudder Wharf),0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018997,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,North end of Pelee Island (Scudder Wharf),north extremite et Pelee Island (Scudder Wharf),,,35,Ontario,Ontario,,,,,,,,1
4184,,,Pelee Island Breakwater,Brise-lames à Pelee Island,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Pelee Island,Pelee Island,,,35,Ontario,Ontario,,,,,,,,1
4193,,,Coal Dock,Coal Dock,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Kingston Harbour,Kingston Harbour,,,35,Ontario,Ontario,,,,,,,,1
4196,,,St. Francois Wharf,Quai à St. Francois,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017836,4,Critical,Critique,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,St. Francois,St. Francois,,,24,Quebec,Québec,,,,,,,,1
4198,,,Saint-Augustin Wharf,quai à Saint-Augustin,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017837,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Saint-Augustin,Saint-Augustin,,,35,Ontario,Ontario,,,,,,,,1
4199,,,Portneuf Wharf,quai à Portneuf,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017880,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Portneuf,Portneuf,,,24,Quebec,Québec,,,,,,,,1
4200,,,Mont-Louis Wharf,quai à Mont-Louis,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017843,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Mont-Louis,Mont-Louis,,,24,Quebec,Québec,,,,,,,,1
4201,,,Mont-Louis Breakwater,brise-lames à Mont-Louis ,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017844,3,Poor,Piètre qualité,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Mont-Louis,Mont-Louis,,,24,Quebec,Québec,,,,,,,,1
4203,,,Chandler Breakwater,brise-lames à Chandler,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017858,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,446 René-Lévesque West,446 René-Lévesque Ouest,,,24,Quebec,Québec,,,,,,,,1
